id,nome,idade
258,Usuario_258,55
259,Usuario_259,69
260,Usuario_260,69
261,Usuario_261,59
262,Usuario_262,21
263,Usuario_263,33
264,Usuario_264,52
265,Usuario_265,35
266,Usuario_266,46
267,Usuario_267,52
268,Usuario_268,20
269,Usuario_269,22
270,Usuario_270,54
271,Usuario_271,35
272,Usuario_272,49
273,Usuario_273,54
274,Usuario_274,64
275,Usuario_275,62
276,Usuario_276,53
277,Usuario_277,25
278,Usuario_278,37
279,Usuario_279,36
280,Usuario_280,47
281,Usuario_281,40
282,Usuario_282,30
283,Usuario_283,68
284,Usuario_284,69
285,Usuario_285,58
286,Usuario_286,69
287,Usuario_287,51
288,Usuario_288,69
289,Usuario_289,59
290,Usuario_290,40
291,Usuario_291,60
292,Usuario_292,42
293,Usuario_293,52
294,Usuario_294,59
295,Usuario_295,41
296,Usuario_296,58
297,Usuario_297,44
298,Usuario_298,64
299,Usuario_299,24
300,Usuario_300,55
301,Usuario_301,32
302,Usuario_302,29
303,Usuario_303,44
304,Usuario_304,49
305,Usuario_305,24
306,Usuario_306,28
307,Usuario_307,64
308,Usuario_308,33
309,Usuario_309,34
310,Usuario_310,44
311,Usuario_311,30
312,Usuario_312,39
313,Usuario_313,54
314,Usuario_314,57
315,Usuario_315,63
316,Usuario_316,57
317,Usuario_317,70
318,Usuario_318,67
319,Usuario_319,43
320,Usuario_320,46
321,Usuario_321,68
322,Usuario_322,40
323,Usuario_323,48
324,Usuario_324,65
325,Usuario_325,26
326,Usuario_326,29
327,Usuario_327,68
328,Usuario_328,21
329,Usuario_329,18
330,Usuario_330,37
331,Usuario_331,67
332,Usuario_332,21
333,Usuario_333,32
334,Usuario_334,42
335,Usuario_335,21
336,Usuario_336,31
337,Usuario_337,25
338,Usuario_338,61
339,Usuario_339,52
340,Usuario_340,49
341,Usuario_341,64
342,Usuario_342,69
343,Usuario_343,41
344,Usuario_344,43
345,Usuario_345,26
346,Usuario_346,26
347,Usuario_347,19
348,Usuario_348,28
349,Usuario_349,23
350,Usuario_350,41
351,Usuario_351,39
352,Usuario_352,51
353,Usuario_353,21
354,Usuario_354,28
355,Usuario_355,64
356,Usuario_356,69
357,Usuario_357,66
358,Usuario_358,35
359,Usuario_359,66
360,Usuario_360,22
361,Usuario_361,56
362,Usuario_362,28
363,Usuario_363,33
364,Usuario_364,57
365,Usuario_365,52
366,Usuario_366,48
367,Usuario_367,36
368,Usuario_368,67
369,Usuario_369,23
370,Usuario_370,64
371,Usuario_371,62
372,Usuario_372,38
373,Usuario_373,31
374,Usuario_374,22
375,Usuario_375,46
376,Usuario_376,56
377,Usuario_377,45
378,Usuario_378,63
379,Usuario_379,19
380,Usuario_380,63
381,Usuario_381,51
382,Usuario_382,41
383,Usuario_383,19
384,Usuario_384,58
385,Usuario_385,36
386,Usuario_386,65
387,Usuario_387,40
388,Usuario_388,36
389,Usuario_389,67
390,Usuario_390,44
391,Usuario_391,63
392,Usuario_392,50
393,Usuario_393,61
394,Usuario_394,28
395,Usuario_395,60
396,Usuario_396,38
397,Usuario_397,60
398,Usuario_398,24
399,Usuario_399,26
400,Usuario_400,23
401,Usuario_401,61
402,Usuario_402,19
403,Usuario_403,68
404,Usuario_404,62
405,Usuario_405,48
406,Usuario_406,36
407,Usuario_407,59
408,Usuario_408,41
409,Usuario_409,39
410,Usuario_410,45
411,Usuario_411,70
412,Usuario_412,50
413,Usuario_413,42
414,Usuario_414,33
415,Usuario_415,41
416,Usuario_416,57
417,Usuario_417,63
418,Usuario_418,23
419,Usuario_419,68
420,Usuario_420,56
421,Usuario_421,25
422,Usuario_422,45
423,Usuario_423,21
424,Usuario_424,19
425,Usuario_425,27
426,Usuario_426,54
427,Usuario_427,51
428,Usuario_428,57
429,Usuario_429,29
430,Usuario_430,61
431,Usuario_431,60
432,Usuario_432,30
433,Usuario_433,59
434,Usuario_434,25
435,Usuario_435,26
436,Usuario_436,50
437,Usuario_437,64
438,Usuario_438,23
439,Usuario_439,50
440,Usuario_440,30
441,Usuario_441,31
442,Usuario_442,70
443,Usuario_443,44
444,Usuario_444,41
445,Usuario_445,58
446,Usuario_446,38
447,Usuario_447,37
448,Usuario_448,21
449,Usuario_449,21
450,Usuario_450,53
451,Usuario_451,70
452,Usuario_452,30
453,Usuario_453,33
454,Usuario_454,39
455,Usuario_455,27
456,Usuario_456,54
457,Usuario_457,57
458,Usuario_458,47
459,Usuario_459,48
460,Usuario_460,23
461,Usuario_461,51
462,Usuario_462,40
463,Usuario_463,59
464,Usuario_464,55
465,Usuario_465,31
466,Usuario_466,48
467,Usuario_467,25
468,Usuario_468,64
469,Usuario_469,26
470,Usuario_470,35
471,Usuario_471,26
472,Usuario_472,27
473,Usuario_473,69
474,Usuario_474,61
475,Usuario_475,64
476,Usuario_476,32
477,Usuario_477,45
478,Usuario_478,41
479,Usuario_479,39
480,Usuario_480,56
481,Usuario_481,62
482,Usuario_482,41
483,Usuario_483,28
484,Usuario_484,37
485,Usuario_485,20
486,Usuario_486,21
487,Usuario_487,41
488,Usuario_488,40
489,Usuario_489,59
490,Usuario_490,51
491,Usuario_491,41
492,Usuario_492,18
493,Usuario_493,49
494,Usuario_494,67
495,Usuario_495,40
496,Usuario_496,56
497,Usuario_497,40
498,Usuario_498,64
499,Usuario_499,44
500,Usuario_500,64
501,Usuario_501,50
502,Usuario_502,38
503,Usuario_503,65
504,Usuario_504,24
505,Usuario_505,35
506,Usuario_506,63
507,Usuario_507,51
508,Usuario_508,57
509,Usuario_509,65
510,Usuario_510,21
511,Usuario_511,52
512,Usuario_512,54
513,Usuario_513,24
514,Usuario_514,24
515,Usuario_515,48
516,Usuario_516,23
517,Usuario_517,52
518,Usuario_518,64
519,Usuario_519,56
520,Usuario_520,46
521,Usuario_521,51
522,Usuario_522,50
523,Usuario_523,40
524,Usuario_524,69
525,Usuario_525,18
526,Usuario_526,58
527,Usuario_527,34
528,Usuario_528,36
529,Usuario_529,28
530,Usuario_530,64
531,Usuario_531,20
532,Usuario_532,61
533,Usuario_533,69
534,Usuario_534,38
535,Usuario_535,39
536,Usuario_536,67
537,Usuario_537,42
538,Usuario_538,23
539,Usuario_539,60
540,Usuario_540,66
541,Usuario_541,31
542,Usuario_542,32
543,Usuario_543,57
544,Usuario_544,68
545,Usuario_545,26
546,Usuario_546,42
547,Usuario_547,55
548,Usuario_548,37
549,Usuario_549,33
550,Usuario_550,48
551,Usuario_551,35
552,Usuario_552,45
553,Usuario_553,24
554,Usuario_554,70
555,Usuario_555,37
556,Usuario_556,27
557,Usuario_557,44
558,Usuario_558,59
559,Usuario_559,45
560,Usuario_560,33
561,Usuario_561,61
562,Usuario_562,44
563,Usuario_563,29
564,Usuario_564,33
565,Usuario_565,37
566,Usuario_566,65
567,Usuario_567,51
568,Usuario_568,19
569,Usuario_569,28
570,Usuario_570,54
571,Usuario_571,53
572,Usuario_572,66
573,Usuario_573,43
574,Usuario_574,21
575,Usuario_575,63
576,Usuario_576,60
577,Usuario_577,21
578,Usuario_578,69
579,Usuario_579,47
580,Usuario_580,42
581,Usuario_581,70
582,Usuario_582,32
583,Usuario_583,34
584,Usuario_584,32
585,Usuario_585,30
586,Usuario_586,33
587,Usuario_587,59
588,Usuario_588,67
589,Usuario_589,43
590,Usuario_590,35
591,Usuario_591,62
592,Usuario_592,34
593,Usuario_593,65
594,Usuario_594,36
595,Usuario_595,42
596,Usuario_596,42
597,Usuario_597,60
598,Usuario_598,41
599,Usuario_599,58
600,Usuario_600,19
601,Usuario_601,57
602,Usuario_602,45
603,Usuario_603,50
604,Usuario_604,63
605,Usuario_605,28
606,Usuario_606,52
607,Usuario_607,31
608,Usuario_608,49
609,Usuario_609,41
610,Usuario_610,23
611,Usuario_611,61
612,Usuario_612,63
613,Usuario_613,58
614,Usuario_614,44
615,Usuario_615,23
616,Usuario_616,49
617,Usuario_617,30
618,Usuario_618,59
619,Usuario_619,49
620,Usuario_620,60
621,Usuario_621,50
622,Usuario_622,24
623,Usuario_623,26
624,Usuario_624,55
625,Usuario_625,52
626,Usuario_626,53
627,Usuario_627,62
628,Usuario_628,33
629,Usuario_629,62
630,Usuario_630,64
631,Usuario_631,50
632,Usuario_632,33
633,Usuario_633,45
634,Usuario_634,50
635,Usuario_635,68
636,Usuario_636,34
637,Usuario_637,70
638,Usuario_638,63
639,Usuario_639,44
640,Usuario_640,41
641,Usuario_641,43
642,Usuario_642,36
643,Usuario_643,35
644,Usuario_644,66
645,Usuario_645,22
646,Usuario_646,63
647,Usuario_647,70
648,Usuario_648,53
649,Usuario_649,36
650,Usuario_650,65
651,Usuario_651,69
652,Usuario_652,32
653,Usuario_653,27
654,Usuario_654,42
655,Usuario_655,50
656,Usuario_656,53
657,Usuario_657,19
658,Usuario_658,34
659,Usuario_659,46
660,Usuario_660,19
661,Usuario_661,64
662,Usuario_662,53
663,Usuario_663,58
664,Usuario_664,41
665,Usuario_665,69
666,Usuario_666,44
667,Usuario_667,55
668,Usuario_668,64
669,Usuario_669,51
670,Usuario_670,70
671,Usuario_671,55
672,Usuario_672,23
673,Usuario_673,66
674,Usuario_674,18
675,Usuario_675,58
676,Usuario_676,64
677,Usuario_677,55
678,Usuario_678,52
679,Usuario_679,24
680,Usuario_680,19
681,Usuario_681,38
682,Usuario_682,25
683,Usuario_683,51
684,Usuario_684,40
685,Usuario_685,48
686,Usuario_686,36
687,Usuario_687,67
688,Usuario_688,47
689,Usuario_689,48
690,Usuario_690,70
691,Usuario_691,22
692,Usuario_692,27
693,Usuario_693,67
694,Usuario_694,56
695,Usuario_695,48
696,Usuario_696,42
697,Usuario_697,65
698,Usuario_698,60
699,Usuario_699,31
700,Usuario_700,22
701,Usuario_701,37
702,Usuario_702,47
703,Usuario_703,58
704,Usuario_704,28
705,Usuario_705,20
706,Usuario_706,58
707,Usuario_707,20
708,Usuario_708,46
709,Usuario_709,27
710,Usuario_710,62
711,Usuario_711,61
712,Usuario_712,55
713,Usuario_713,66
714,Usuario_714,60
715,Usuario_715,63
716,Usuario_716,46
717,Usuario_717,46
718,Usuario_718,21
719,Usuario_719,54
720,Usuario_720,60
721,Usuario_721,39
722,Usuario_722,21
723,Usuario_723,53
724,Usuario_724,44
725,Usuario_725,29
726,Usuario_726,45
727,Usuario_727,30
728,Usuario_728,26
729,Usuario_729,40
730,Usuario_730,66
731,Usuario_731,31
732,Usuario_732,66
733,Usuario_733,41
734,Usuario_734,18
735,Usuario_735,68
736,Usuario_736,40
737,Usuario_737,55
738,Usuario_738,29
739,Usuario_739,36
740,Usuario_740,59
741,Usuario_741,63
742,Usuario_742,37
743,Usuario_743,38
744,Usuario_744,22
745,Usuario_745,28
746,Usuario_746,48
747,Usuario_747,54
748,Usuario_748,64
749,Usuario_749,68
750,Usuario_750,43
751,Usuario_751,42
752,Usuario_752,51
753,Usuario_753,44
754,Usuario_754,59
755,Usuario_755,22
756,Usuario_756,43
757,Usuario_757,65
758,Usuario_758,47
759,Usuario_759,65
760,Usuario_760,22
761,Usuario_761,46
762,Usuario_762,33
763,Usuario_763,33
764,Usuario_764,69
765,Usuario_765,18
766,Usuario_766,55
767,Usuario_767,37
768,Usuario_768,40
769,Usuario_769,31
770,Usuario_770,21
771,Usuario_771,69
772,Usuario_772,57
773,Usuario_773,27
774,Usuario_774,20
775,Usuario_775,37
776,Usuario_776,56
777,Usuario_777,63
778,Usuario_778,69
779,Usuario_779,59
780,Usuario_780,38
781,Usuario_781,37
782,Usuario_782,23
783,Usuario_783,27
784,Usuario_784,51
785,Usuario_785,53
786,Usuario_786,30
787,Usuario_787,24
788,Usuario_788,52
789,Usuario_789,36
790,Usuario_790,22
791,Usuario_791,60
792,Usuario_792,37
793,Usuario_793,25
794,Usuario_794,65
795,Usuario_795,23
796,Usuario_796,61
797,Usuario_797,59
798,Usuario_798,28
799,Usuario_799,41
800,Usuario_800,58
801,Usuario_801,63
802,Usuario_802,46
803,Usuario_803,57
804,Usuario_804,57
805,Usuario_805,27
806,Usuario_806,54
807,Usuario_807,29
808,Usuario_808,23
809,Usuario_809,38
810,Usuario_810,24
811,Usuario_811,44
812,Usuario_812,35
813,Usuario_813,52
814,Usuario_814,35
815,Usuario_815,35
816,Usuario_816,46
817,Usuario_817,32
818,Usuario_818,51
819,Usuario_819,22
820,Usuario_820,24
821,Usuario_821,22
822,Usuario_822,51
823,Usuario_823,33
824,Usuario_824,60
825,Usuario_825,49
826,Usuario_826,23
827,Usuario_827,36
828,Usuario_828,41
829,Usuario_829,37
830,Usuario_830,23
831,Usuario_831,54
832,Usuario_832,50
833,Usuario_833,50
834,Usuario_834,68
835,Usuario_835,63
836,Usuario_836,18
837,Usuario_837,43
838,Usuario_838,59
839,Usuario_839,44
840,Usuario_840,37
841,Usuario_841,67
842,Usuario_842,26
843,Usuario_843,42
844,Usuario_844,36
845,Usuario_845,65
846,Usuario_846,43
847,Usuario_847,29
848,Usuario_848,36
849,Usuario_849,36
850,Usuario_850,19
851,Usuario_851,58
852,Usuario_852,40
853,Usuario_853,25
854,Usuario_854,36
855,Usuario_855,69
856,Usuario_856,40
857,Usuario_857,42
858,Usuario_858,21
859,Usuario_859,39
860,Usuario_860,58
861,Usuario_861,39
862,Usuario_862,66
863,Usuario_863,44
864,Usuario_864,52
865,Usuario_865,31
866,Usuario_866,25
867,Usuario_867,37
868,Usuario_868,49
869,Usuario_869,28
870,Usuario_870,37
871,Usuario_871,43
872,Usuario_872,37
873,Usuario_873,52
874,Usuario_874,31
875,Usuario_875,31
876,Usuario_876,45
877,Usuario_877,23
878,Usuario_878,27
879,Usuario_879,52
880,Usuario_880,64
881,Usuario_881,33
882,Usuario_882,63
883,Usuario_883,64
884,Usuario_884,50
885,Usuario_885,69
886,Usuario_886,65
887,Usuario_887,46
888,Usuario_888,57
889,Usuario_889,67
890,Usuario_890,70
891,Usuario_891,58
892,Usuario_892,61
893,Usuario_893,39
894,Usuario_894,63
895,Usuario_895,42
896,Usuario_896,59
897,Usuario_897,67
898,Usuario_898,66
899,Usuario_899,21
900,Usuario_900,54
901,Usuario_901,33
902,Usuario_902,54
903,Usuario_903,40
904,Usuario_904,50
905,Usuario_905,61
906,Usuario_906,49
907,Usuario_907,45
908,Usuario_908,36
909,Usuario_909,25
910,Usuario_910,63
911,Usuario_911,58
912,Usuario_912,29
913,Usuario_913,54
914,Usuario_914,63
915,Usuario_915,66
916,Usuario_916,45
917,Usuario_917,41
918,Usuario_918,42
919,Usuario_919,50
920,Usuario_920,42
921,Usuario_921,64
922,Usuario_922,31
923,Usuario_923,28
924,Usuario_924,27
925,Usuario_925,23
926,Usuario_926,24
927,Usuario_927,29
928,Usuario_928,39
929,Usuario_929,39
930,Usuario_930,55
931,Usuario_931,57
932,Usuario_932,18
933,Usuario_933,24
934,Usuario_934,50
935,Usuario_935,26
936,Usuario_936,54
937,Usuario_937,52
938,Usuario_938,37
939,Usuario_939,23
940,Usuario_940,22
941,Usuario_941,48
942,Usuario_942,69
943,Usuario_943,53
944,Usuario_944,29
945,Usuario_945,52
946,Usuario_946,33
947,Usuario_947,70
948,Usuario_948,18
949,Usuario_949,23
950,Usuario_950,30
951,Usuario_951,21
952,Usuario_952,47
953,Usuario_953,35
954,Usuario_954,18
955,Usuario_955,32
956,Usuario_956,36
957,Usuario_957,57
958,Usuario_958,52
959,Usuario_959,18
960,Usuario_960,46
961,Usuario_961,51
962,Usuario_962,25
963,Usuario_963,30
964,Usuario_964,27
965,Usuario_965,61
966,Usuario_966,33
967,Usuario_967,30
968,Usuario_968,25
969,Usuario_969,55
970,Usuario_970,68
971,Usuario_971,38
972,Usuario_972,39
973,Usuario_973,27
974,Usuario_974,46
975,Usuario_975,62
976,Usuario_976,55
977,Usuario_977,44
978,Usuario_978,58
979,Usuario_979,41
980,Usuario_980,37
981,Usuario_981,58
982,Usuario_982,21
983,Usuario_983,54
984,Usuario_984,54
985,Usuario_985,34
986,Usuario_986,65
987,Usuario_987,18
988,Usuario_988,53
989,Usuario_989,33
990,Usuario_990,19
991,Usuario_991,25
992,Usuario_992,39
993,Usuario_993,53
994,Usuario_994,60
995,Usuario_995,65
996,Usuario_996,50
997,Usuario_997,69
998,Usuario_998,25
999,Usuario_999,66
1000,Usuario_1000,36
1001,Usuario_1001,40
1002,Usuario_1002,26
1003,Usuario_1003,58
1004,Usuario_1004,30
1005,Usuario_1005,40
1006,Usuario_1006,43
1007,Usuario_1007,70
1008,Usuario_1008,41
1009,Usuario_1009,44
1010,Usuario_1010,54
1011,Usuario_1011,38
1012,Usuario_1012,55
1013,Usuario_1013,27
1014,Usuario_1014,38
1015,Usuario_1015,49
1016,Usuario_1016,44
1017,Usuario_1017,29
1018,Usuario_1018,36
1019,Usuario_1019,65
1020,Usuario_1020,49
1021,Usuario_1021,28
1022,Usuario_1022,68
1023,Usuario_1023,47
1024,Usuario_1024,59
1025,Usuario_1025,45
1026,Usuario_1026,46
1027,Usuario_1027,39
1028,Usuario_1028,55
1029,Usuario_1029,28
1030,Usuario_1030,63
1031,Usuario_1031,63
1032,Usuario_1032,69
1033,Usuario_1033,33
1034,Usuario_1034,38
1035,Usuario_1035,30
1036,Usuario_1036,23
1037,Usuario_1037,54
1038,Usuario_1038,36
1039,Usuario_1039,36
1040,Usuario_1040,35
1041,Usuario_1041,51
1042,Usuario_1042,39
1043,Usuario_1043,27
1044,Usuario_1044,47
1045,Usuario_1045,37
1046,Usuario_1046,25
1047,Usuario_1047,27
1048,Usuario_1048,35
1049,Usuario_1049,30
1050,Usuario_1050,53
1051,Usuario_1051,31
1052,Usuario_1052,46
1053,Usuario_1053,21
1054,Usuario_1054,19
1055,Usuario_1055,59
1056,Usuario_1056,47
1057,Usuario_1057,34
1058,Usuario_1058,41
1059,Usuario_1059,47
1060,Usuario_1060,58
1061,Usuario_1061,51
1062,Usuario_1062,56
1063,Usuario_1063,57
1064,Usuario_1064,65
1065,Usuario_1065,22
1066,Usuario_1066,22
1067,Usuario_1067,23
1068,Usuario_1068,58
1069,Usuario_1069,42
1070,Usuario_1070,47
1071,Usuario_1071,49
1072,Usuario_1072,25
1073,Usuario_1073,40
1074,Usuario_1074,57
1075,Usuario_1075,39
1076,Usuario_1076,62
1077,Usuario_1077,47
1078,Usuario_1078,31
1079,Usuario_1079,25
1080,Usuario_1080,47
1081,Usuario_1081,46
1082,Usuario_1082,42
1083,Usuario_1083,64
1084,Usuario_1084,49
1085,Usuario_1085,64
1086,Usuario_1086,24
1087,Usuario_1087,27
1088,Usuario_1088,62
1089,Usuario_1089,32
1090,Usuario_1090,56
1091,Usuario_1091,55
1092,Usuario_1092,50
1093,Usuario_1093,47
1094,Usuario_1094,43
1095,Usuario_1095,52
1096,Usuario_1096,18
1097,Usuario_1097,58
1098,Usuario_1098,44
1099,Usuario_1099,45
1100,Usuario_1100,26
1101,Usuario_1101,67
1102,Usuario_1102,58
1103,Usuario_1103,55
1104,Usuario_1104,47
1105,Usuario_1105,21
1106,Usuario_1106,21
1107,Usuario_1107,67
1108,Usuario_1108,50
1109,Usuario_1109,33
1110,Usuario_1110,59
1111,Usuario_1111,68
1112,Usuario_1112,36
1113,Usuario_1113,58
1114,Usuario_1114,69
1115,Usuario_1115,66
1116,Usuario_1116,33
1117,Usuario_1117,68
1118,Usuario_1118,56
1119,Usuario_1119,69
1120,Usuario_1120,45
1121,Usuario_1121,47
1122,Usuario_1122,36
1123,Usuario_1123,27
1124,Usuario_1124,27
1125,Usuario_1125,39
1126,Usuario_1126,62
1127,Usuario_1127,21
1128,Usuario_1128,23
1129,Usuario_1129,19
1130,Usuario_1130,58
1131,Usuario_1131,41
1132,Usuario_1132,36
1133,Usuario_1133,43
1134,Usuario_1134,69
1135,Usuario_1135,70
1136,Usuario_1136,64
1137,Usuario_1137,42
1138,Usuario_1138,34
1139,Usuario_1139,31
1140,Usuario_1140,41
1141,Usuario_1141,28
1142,Usuario_1142,65
1143,Usuario_1143,21
1144,Usuario_1144,64
1145,Usuario_1145,65
1146,Usuario_1146,38
1147,Usuario_1147,57
1148,Usuario_1148,53
1149,Usuario_1149,21
1150,Usuario_1150,66
1151,Usuario_1151,36
1152,Usuario_1152,21
1153,Usuario_1153,70
1154,Usuario_1154,35
1155,Usuario_1155,43
1156,Usuario_1156,56
1157,Usuario_1157,57
1158,Usuario_1158,57
1159,Usuario_1159,32
1160,Usuario_1160,40
1161,Usuario_1161,55
1162,Usuario_1162,45
1163,Usuario_1163,49
1164,Usuario_1164,51
1165,Usuario_1165,55
1166,Usuario_1166,58
1167,Usuario_1167,52
1168,Usuario_1168,40
1169,Usuario_1169,40
1170,Usuario_1170,32
1171,Usuario_1171,31
1172,Usuario_1172,34
1173,Usuario_1173,30
1174,Usuario_1174,68
1175,Usuario_1175,38
1176,Usuario_1176,31
1177,Usuario_1177,25
1178,Usuario_1178,65
1179,Usuario_1179,28
1180,Usuario_1180,25
1181,Usuario_1181,42
1182,Usuario_1182,33
1183,Usuario_1183,47
1184,Usuario_1184,18
1185,Usuario_1185,58
1186,Usuario_1186,37
1187,Usuario_1187,52
1188,Usuario_1188,68
1189,Usuario_1189,40
1190,Usuario_1190,18
1191,Usuario_1191,48
1192,Usuario_1192,25
1193,Usuario_1193,57
1194,Usuario_1194,41
1195,Usuario_1195,34
1196,Usuario_1196,46
1197,Usuario_1197,60
1198,Usuario_1198,64
1199,Usuario_1199,39
1200,Usuario_1200,37
1201,Usuario_1201,44
1202,Usuario_1202,37
1203,Usuario_1203,62
1204,Usuario_1204,57
1205,Usuario_1205,66
1206,Usuario_1206,18
1207,Usuario_1207,18
1208,Usuario_1208,31
1209,Usuario_1209,54
1210,Usuario_1210,48
1211,Usuario_1211,34
1212,Usuario_1212,31
1213,Usuario_1213,42
1214,Usuario_1214,64
1215,Usuario_1215,50
1216,Usuario_1216,26
1217,Usuario_1217,65
1218,Usuario_1218,37
1219,Usuario_1219,25
1220,Usuario_1220,47
1221,Usuario_1221,63
1222,Usuario_1222,58
1223,Usuario_1223,34
1224,Usuario_1224,33
1225,Usuario_1225,38
1226,Usuario_1226,58
1227,Usuario_1227,41
1228,Usuario_1228,41
1229,Usuario_1229,40
